,segmentID,idno,author-name,book-title,pub-year,genre,subgenre,detective,horror,historical,adventure,narration,pub-decade,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,acd008§0008,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.07416468285976427,0.0002370855947149976,0.013627201390538772,0.2519115895292692,0.00019461831889307777,0.2412145704506012,0.06739795817972148,0.3046571845094145,0.00030909911381860934,0.0003959914198177518,0.004711884510355422,0.00028655150870034234,0.004797526337256438,0.000345870714395362,0.00023318978213558765,0.0003805034286193822,0.01737221558329658,0.017091722782856446,0.0003807972225696848,0.00028975676326096713
1,acd008§0021,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.22811995914901115,0.00022754504338101295,0.24647638309248304,0.1572684152787587,0.0001867866913993651,0.15102595023703533,0.0003002678568748641,0.21191557276163966,0.00029666066952501737,0.000380056345933865,0.0004981780190342836,0.00027502040162539435,0.0005803735368212108,0.00033195254568680927,0.0002238060020299272,0.0003651916063306249,0.0005767580063058942,0.0003075525047192782,0.000365473577731068,0.0002780966736735603
2,acd008§0012,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.07542973571256514,0.0002411296463631294,0.005330970992451962,0.3542882880577252,0.00019793799141144523,0.24959338863904945,0.01311120554912538,0.11795865604942325,0.00031437152516935736,0.0004027459835266312,0.0005279196055898125,0.000291439317689443,0.1157521256193004,0.00035177035175743996,0.00023716738155029078,0.00038699380826255614,0.02193287668290524,0.008854587934051878,0.03450198990668741,0.00029469924539460936
3,acd008§0017,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.011663628872104431,0.02193700255541689,0.04880685820561953,0.3647747147055499,0.00020137287881332648,0.14546622776124635,0.00032371579742112623,0.3933209091094758,0.00031982692452758274,0.0004097349758626114,0.0005370807797005332,0.0002964967664066197,0.0006256949519325158,0.00035787474607300795,0.00024128303032097518,0.00039370944757529416,0.00929847248503978,0.0003315693039883288,0.00039401343814456265,0.00029981326478084087
4,acd008§0006,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.1326875202052596,0.00020450276013555253,0.0009046152795591512,0.36918827613516014,0.0001678717909218374,0.14296554460987468,0.011119651871685824,0.147056841143214,0.00026661941231539635,0.0003415700495851503,0.0004477301654986254,0.0002471705399084706,0.0005216021778634534,0.09794645244208047,0.00020114235172939078,0.00032821058355420393,0.09454987089734046,0.0002764082889574518,0.00032846400120203797,0.00024993529415418003
5,acd008§0016,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.15198812830461456,0.00016955058231689785,0.06371794777977463,0.6269258666291079,0.00013918032151014398,0.11553240270260565,0.00022373851448362632,0.0019839779471928576,0.0002210506918591248,0.00028319129174973767,0.0003712072650306279,0.024192713694167117,0.0004324535910219033,0.000247347718880136,0.012160658416260723,0.00027211513197816117,0.00042975955165656336,0.0002291665223437044,0.00027232523725855527,0.00020721810618740515
6,acd008§0001,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.09512877680842803,0.0002370855947149976,0.017820020180271526,0.20998340163194168,0.00019461831889307777,0.3669991341425837,0.0003128575439974413,0.20402953355582845,0.00030909911381860934,0.03813136052741251,0.0005190657206226714,0.046407558195760604,0.017375982706454688,0.000345870714395362,0.00023318978213558765,0.0003805034286193822,0.0006009404243655758,0.00032044762392544176,0.0003807972225696848,0.00028975676326096713
7,acd008§0011,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.04402398603366403,0.003979410780544036,0.012241400133270595,0.33928681376856235,0.00017482685157120363,0.24681603789368614,0.00028104188607970456,0.1719816985616997,0.0040441009745969606,0.00035572156603604625,0.0004662799792493086,0.0002574110102481265,0.0005432125673277019,0.004077133133093815,0.15086688823092145,0.00034180860679472696,0.0005398285370629283,0.004054295412115925,0.00034207252373550734,0.015326031549739756
8,acd008§0010,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.04491456846163799,0.00020015938531975624,0.1318574473901695,0.25515364342713875,0.0001643064106380249,0.27444097083999697,0.0002641298125871125,0.1970303185300462,0.00026095675993806155,0.000334315542358866,0.0004382209543573672,0.003781705955740315,0.007590094018971574,0.0002920011638695368,0.0001968703476531993,0.0038610248134010334,0.011126698626527848,0.06752645271918734,0.00032148784953654947,0.00024462699092400183
9,acd008§0005,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.09887114482550724,0.00017642776393507966,0.13806461796775754,0.4994700878308713,0.0001448256477344633,0.12021854005060785,0.0002328136257457641,0.030145308018058568,0.00023001678170656993,0.00029467788129391515,0.0003862638914645777,0.00021323793203462333,0.05349161410615277,0.02209804736830237,0.00017352868648196952,0.02524391465257859,0.000447191131356871,0.0002384618003275872,0.000283371086174256,0.009575908951908123
10,acd008§0013,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.12500262167749251,0.0002380838371007252,0.01789505088586902,0.244551311282804,0.0001954377539801891,0.18749405477991987,0.0003141748220947813,0.4154122212090359,0.00031040056714889486,0.00039765873081621934,0.0005212512325848245,0.0002877580259584774,0.004817726190150288,0.00034732699354005813,0.00023417162130943603,0.00038210552785623863,0.0006034706675194037,0.0003217968598458806,0.00038240055881790083,0.00029097677615540733
11,acd008§0014,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.05349354492738698,0.00025878649204227514,0.04691069367638272,0.3253120890022461,0.00021243210535017149,0.2266806367973931,0.00034149399257000915,0.2638941059848864,0.0003373915460981559,0.00043223727083319634,0.000566576797467651,0.00031278011561658203,0.07846218111852367,0.0003775289215109337,0.0002545340882963132,0.0004153316342177544,0.0006559456492281178,0.0003497788070111772,0.0004156523196894864,0.00031627875324930583
12,acd008§0018,acd008,Doyle,RafflesHaw,1891,novel,horror,no,yes,no,no,homodiegetic,1890s,0.0027484770401808643,0.0002257283384871868,0.2165647582175285,0.17198066494251207,0.0001852953985488387,0.07397278391127927,0.0002978705377465813,0.4816774512007648,0.0002942921499469864,0.0003770220006748843,0.0004942005979851214,0.000272824656545163,0.020535578008216943,0.00032930225805449434,0.0241738249127647,0.0003622759401902109,0.0005721532077260595,0.004297064652661677,0.00036255566034924916,0.00027587636783647134
